assembly_accession	taxid	organism_name	infraspecific_name	file_path
GCF_000373105.1	1122179	Lewinella persica DSM 23188	strain=DSM 23188	models/l/lewinella/Lewinella_persica_DSM_23188.xml.gz
GCF_001904615.1	454133	Limnothrix rosea IAM M-220	strain=IAM M-220	models/l/limnothrix/Limnothrix_rosea_IAM_M_220.xml.gz
GCF_001904725.1	454136	Phormidium ambiguum IAM M-71	strain=IAM M-71	models/p/phormidium/Phormidium_ambiguum_IAM_M_71.xml.gz
GCF_000423705.1	1123294	Stappia stellulata DSM 5886	strain=DSM 5886	models/s/stappia/Stappia_stellulata_DSM_5886.xml.gz
GCF_000286335.1	1167632	Staphylococcus vitulinus F1028	strain=F1028	models/s/staphylococcus/Staphylococcus_vitulinus_F1028.xml.gz
GCF_900163545.1	71253	Arthrobacter rhombi	strain=B Ar 00.02	models/a/arthrobacter/Arthrobacter_rhombi_B_Ar_00_02.xml.gz
GCF_000407185.1	1158601	Enterococcus malodoratus ATCC 43197	strain=ATCC 43197	models/e/enterococcus/Enterococcus_malodoratus_ATCC_43197.xml.gz
GCF_001544195.1	1223494	Tetragenococcus solitarius NBRC 100494	strain=NBRC 100494	models/t/tetragenococcus/Tetragenococcus_solitarius_NBRC_100494.xml.gz
GCF_000688655.1	1082705	Lonsdalea quercina subsp. quercina	strain=ATCC 29281	models/l/lonsdalea/Lonsdalea_quercina_subsp_quercina_ATCC_29281.xml.gz
GCF_000092785.1	716544	Waddlia chondrophila WSU 86-1044	strain=WSU 86-1044	models/w/waddlia/Waddlia_chondrophila_WSU_86_1044.xml.gz
GCF_001275345.1	71999	Kocuria palustris	strain=MU14/1	models/k/kocuria/Kocuria_palustris_MU14_1.xml.gz
GCF_000010285.1	378753	Kocuria rhizophila DC2201	strain=DC2201 (= NBRC 103217)	models/k/kocuria/Kocuria_rhizophila_DC2201_DC2201_NBRC_103217.xml.gz
GCF_000176355.1	685035	Citromicrobium bathyomarinum JL354	strain=JL354	models/c/citromicrobium/Citromicrobium_bathyomarinum_JL354.xml.gz
GCF_900141915.1	1123357	Tessaracoccus bendigoensis DSM 12906	strain=DSM 12906	models/t/tessaracoccus/Tessaracoccus_bendigoensis_DSM_12906.xml.gz
GCF_000519045.1	1304883	Dechloromonas agitata is5	strain=is5	models/d/dechloromonas/Dechloromonas_agitata_is5.xml.gz
GCF_000227745.2	765911	Thiocystis violascens DSM 198	strain=DSM 198	models/t/thiocystis/Thiocystis_violascens_DSM_198.xml.gz
GCF_000427385.1	675524	Methylocaldum szegediense O-12	strain=O-12	models/m/methylocaldum/Methylocaldum_szegediense_O_12.xml.gz
GCF_000184705.1	644966	Thermaerobacter marianensis DSM 12885	strain=DSM 12885	models/t/thermaerobacter/Thermaerobacter_marianensis_DSM_12885.xml.gz
GCF_900109855.1	74031	Roseovarius tolerans	strain=DSM 11457	models/r/roseovarius/Roseovarius_tolerans_DSM_11457.xml.gz
GCF_900188425.1	74033	Antarctobacter heliothermus	strain=DSM 11445	models/a/antarctobacter/Antarctobacter_heliothermus_DSM_11445.xml.gz
GCF_000196255.1	298386	Photobacterium profundum SS9	strain=SS9	models/p/photobacterium/Photobacterium_profundum_SS9.xml.gz
GCF_000701445.1	1121124	Brevundimonas bacteroides DSM 4726	strain=DSM 4726	models/b/brevundimonas/Brevundimonas_bacteroides_DSM_4726.xml.gz
GCF_000144605.1	633149	Brevundimonas subvibrioides ATCC 15264	strain=ATCC 15264	models/b/brevundimonas/Brevundimonas_subvibrioides_ATCC_15264.xml.gz
GCF_000014745.1	394221	Maricaulis maris MCS10	strain=MCS10	models/m/maricaulis/Maricaulis_maris_MCS10.xml.gz
GCF_000685315.1	1280954	Hyphomonas polymorpha PS728	strain=PS728	models/h/hyphomonas/Hyphomonas_polymorpha_PS728.xml.gz
GCF_900112755.1	74348	Sulfitobacter brevis	strain=DSM 11443	models/s/sulfitobacter/Sulfitobacter_brevis_DSM_11443.xml.gz
GCF_000622425.1	1443111	Sulfitobacter guttiformis KCTC 32187	strain=KCTC 32187	models/s/sulfitobacter/Sulfitobacter_guttiformis_KCTC_32187.xml.gz
GCF_000169035.1	411903	Collinsella aerofaciens ATCC 25986	strain=ATCC 25986	models/c/collinsella/Collinsella_aerofaciens_ATCC_25986.xml.gz
GCF_900129195.1	1121429	Desulfotomaculum putei DSM 12395	strain=DSM 12395	models/d/desulfotomaculum/Desulfotomaculum_putei_DSM_12395.xml.gz
GCF_000818015.1	1123016	Pseudomonas balearica DSM 6083	strain=DSM6083 (=SP1402)	models/p/pseudomonas/Pseudomonas_balearica_DSM_6083_DSM6083_SP1402.xml.gz
GCF_001983975.1	75293	Streptomyces autolyticus	strain=CGMCC0516	models/s/streptomyces/Streptomyces_autolyticus_CGMCC0516.xml.gz
GCF_000258175.1	882086	Saccharomonospora xinjiangensis XJ-54	strain=XJ-54	models/s/saccharomonospora/Saccharomonospora_xinjiangensis_XJ_54.xml.gz
GCF_000383895.1	1261617	Duganella zoogloeoides ATCC 25935	strain=ATCC 25935	models/d/duganella/Duganella_zoogloeoides_ATCC_25935.xml.gz
GCF_000619885.1	1121103	Balneatrix alpica DSM 16621	strain=DSM 16621	models/b/balneatrix/Balneatrix_alpica_DSM_16621.xml.gz
GCF_000612685.1	1437824	Castellaniella defragrans 65Phen	strain=65Phen	models/c/castellaniella/Castellaniella_defragrans_65Phen.xml.gz
GCF_000512735.1	75906	Thermocrinis ruber	strain=DSM 23557	models/t/thermocrinis/Thermocrinis_ruber_DSM_23557.xml.gz
GCF_002086795.1	75922	Mycobacterium tusciae	strain=DSM 44153	models/m/mycobacterium/Mycobacterium_tusciae_DSM_44153.xml.gz
GCF_000376645.1	1316932	Mannheimia haemolytica M42548	strain=M42548	models/m/mannheimia/Mannheimia_haemolytica_M42548.xml.gz
GCF_000443165.1	1348657	Thauera terpenica 58Eu	strain=58Eu	models/t/thauera/Thauera_terpenica_58Eu.xml.gz
GCF_000159995.1	626522	Alloprevotella tannerae ATCC 51259	strain=ATCC 51259	models/a/alloprevotella/Alloprevotella_tannerae_ATCC_51259.xml.gz
GCF_001444445.1	76123	Prevotella enoeca	strain=F0113	models/p/prevotella/Prevotella_enoeca_F0113.xml.gz
GCF_001758365.1	1121290	Clostridium acetireducens DSM 10703	strain=DSM 10703	models/c/clostridium/Clostridium_acetireducens_DSM_10703.xml.gz
GCF_000017585.1	360107	Campylobacter hominis ATCC BAA-381	strain=ATCC BAA-381	models/c/campylobacter/Campylobacter_hominis_ATCC_BAA_381.xml.gz
GCF_000468615.2	1348584	Cellulophaga baltica 18	strain=18	models/c/cellulophaga/Cellulophaga_baltica_18.xml.gz
GCF_900119145.1	76595	Cellulophaga fucicola	strain=DSM 24786	models/c/cellulophaga/Cellulophaga_fucicola_DSM_24786.xml.gz
GCF_000701805.1	1408464	Mycoplasma iners ATCC 19705	strain=ATCC 19705	models/m/mycoplasma/Mycoplasma_iners_ATCC_19705.xml.gz
GCF_000718085.1	76636	Mycetocola saprophilus	strain=NRRL B-24119	models/m/mycetocola/Mycetocola_saprophilus_NRRL_B_24119.xml.gz
GCF_000380165.1	1123322	Streptomyces vitaminophilus DSM 41686	strain=DSM 41686	models/s/streptomyces/Streptomyces_vitaminophilus_DSM_41686.xml.gz
GCF_001483865.1	76731	Roseateles depolymerans	strain=KCTC 42856	models/r/roseateles/Roseateles_depolymerans_KCTC_42856.xml.gz
GCF_001534745.1	76759	Pseudomonas monteilii	strain=USDA-ARS-USMARC-56711	models/p/pseudomonas/Pseudomonas_monteilii_USDA_ARS_USMARC_56711.xml.gz
GCF_001586195.1	76853	Solibacillus silvestris	strain=DSM 12223	models/s/solibacillus/Solibacillus_silvestris_DSM_12223.xml.gz
GCF_001552375.1	1223509	Cellulomonas iranensis NBRC 101100 = JCM 18110	strain=NBRC 101100	models/c/cellulomonas/Cellulomonas_iranensis_NBRC_101100_JCM_18110.xml.gz
GCF_000204015.1	715226	Asticcacaulis biprosthecum C19	strain=C19	models/a/asticcacaulis/Asticcacaulis_biprosthecum_C19.xml.gz
GCF_002019735.1	76935	Salipaludibacillus agaradhaerens	strain=DSM 8721	models/s/salipaludibacillus/Salipaludibacillus_agaradhaerens_DSM_8721.xml.gz
GCF_001460635.1	76936	Helicobacter typhlonius		models/h/helicobacter/Helicobacter_typhlonius.xml.gz
GCF_002080435.1	76947	Sphingobium herbicidovorans	strain=MH	models/s/sphingobium/Sphingobium_herbicidovorans_MH.xml.gz
GCF_001598555.1	1219053	Novosphingobium rosa NBRC 15208	strain=NBRC 15208	models/n/novosphingobium/Novosphingobium_rosa_NBRC_15208.xml.gz
GCF_000374465.1	1120961	Ahrensia kielensis DSM 5890	strain=DSM 5890	models/a/ahrensia/Ahrensia_kielensis_DSM_5890.xml.gz
GCF_000420745.1	1123027	Pseudorhodobacter ferrugineus DSM 5888	strain=DSM 5888	models/p/pseudorhodobacter/Pseudorhodobacter_ferrugineus_DSM_5888.xml.gz
GCF_001676585.1	533240	Cylindrospermopsis raciborskii CS-505	strain=CS505	models/c/cylindrospermopsis/Cylindrospermopsis_raciborskii_CS_505_CS505.xml.gz
GCF_000376585.1	1236908	Wolbachia endosymbiont of Drosophila simulans wNo	strain=wNo	models/w/wolbachia/Wolbachia_endosymbiont_of_Drosophila_simulans_wNo.xml.gz
GCF_000179055.1	752555	Prevotella bryantii B14	strain=B14	models/p/prevotella/Prevotella_bryantii_B14.xml.gz
GCF_000741775.1	77635	Bifidobacterium subtile	strain=LMG 11597	models/b/bifidobacterium/Bifidobacterium_subtile_LMG_11597.xml.gz
GCF_000426565.1	1122978	Prevotella albensis DSM 11370 = JCM 12258	strain=DSM 11370	models/p/prevotella/Prevotella_albensis_DSM_11370_JCM_12258.xml.gz
GCF_000315235.1	1212764	Paenibacillus popilliae ATCC 14706	strain=ATCC 14706	models/p/paenibacillus/Paenibacillus_popilliae_ATCC_14706.xml.gz
GCF_000384135.1	1069080	Succinispira mobilis DSM 6222	strain=DSM 6222	models/s/succinispira/Succinispira_mobilis_DSM_6222.xml.gz
GCF_001042675.1	864564	Parascardovia denticolens DSM 10105 = JCM 12538	strain=JCM 12538	models/p/parascardovia/Parascardovia_denticolens_DSM_10105_JCM_12538.xml.gz
GCF_001042695.1	1150468	Scardovia inopinata JCM 12537	strain=JCM 12537	models/s/scardovia/Scardovia_inopinata_JCM_12537.xml.gz
GCF_000741205.1	561180	Bifidobacterium gallicum DSM 20093 = LMG 11596	strain=LMG 11596	models/b/bifidobacterium/Bifidobacterium_gallicum_DSM_20093_LMG_11596.xml.gz
GCF_000741215.1	78344	Bifidobacterium gallinarum	strain=LMG 11586	models/b/bifidobacterium/Bifidobacterium_gallinarum_LMG_11586.xml.gz
GCF_000621665.1	1370122	Rhizobium undicola ORS 992 = ATCC 700741	strain=ATCC 700741	models/r/rhizobium/Rhizobium_undicola_ORS_992_ATCC_700741.xml.gz
GCF_000701785.1	1408453	Mycoplasma alvi ATCC 29626	strain=ATCC 29626	models/m/mycoplasma/Mycoplasma_alvi_ATCC_29626.xml.gz
GCF_000175215.2	573065	Asticcacaulis excentricus CB 48	strain=CB 48	models/a/asticcacaulis/Asticcacaulis_excentricus_CB_48.xml.gz
GCF_000231385.2	768704	Desulfosporosinus meridiei DSM 13257	strain=DSM 13257	models/d/desulfosporosinus/Desulfosporosinus_meridiei_DSM_13257.xml.gz
GCF_000739915.1	1220558	Paenibacillus chitinolyticus NBRC 15660	strain=NBRC 15660	models/p/paenibacillus/Paenibacillus_chitinolyticus_NBRC_15660.xml.gz
GCF_000024005.1	485918	Chitinophaga pinensis DSM 2588	strain=DSM 2588	models/c/chitinophaga/Chitinophaga_pinensis_DSM_2588.xml.gz
GCF_001643775.1	79604	Denitrobacterium detoxificans	strain=NPOH1	models/d/denitrobacterium/Denitrobacterium_detoxificans_NPOH1.xml.gz
GCF_001940565.1	1123403	Tissierella creatinophila DSM 6911	strain=DSM 6911	models/t/tissierella/Tissierella_creatinophila_DSM_6911.xml.gz
GCF_002019695.1	79879	[Bacillus] clarkii	strain=DSM 8720	models/b/bacillus/Bacillus_clarkii_DSM_8720.xml.gz
GCF_000009825.1	66692	Bacillus clausii KSM-K16	strain=KSM-K16	models/b/bacillus/Bacillus_clausii_KSM_K16.xml.gz
GCF_002019665.1	79882	Bacillus halmapalus	strain=DSM 8723	models/b/bacillus/Bacillus_halmapalus_DSM_8723.xml.gz
GCF_002157855.1	79883	Bacillus horikoshii	strain=20a	models/b/bacillus/Bacillus_horikoshii_20a.xml.gz
GCF_000005825.2	398511	Bacillus pseudofirmus OF4	strain=OF4	models/b/bacillus/Bacillus_pseudofirmus_OF4.xml.gz
GCF_000327045.1	765912	Thioflavicoccus mobilis 8321	strain=8321	models/t/thioflavicoccus/Thioflavicoccus_mobilis_8321.xml.gz
GCF_000008385.1	292805	Wolbachia endosymbiont strain TRS of Brugia malayi		models/w/wolbachia/Wolbachia_endosymbiont_strain_TRS_of_Brugia_malayi.xml.gz
GCF_000953695.1	80852	Aliivibrio wodanis		models/a/aliivibrio/Aliivibrio_wodanis.xml.gz
GCF_000953735.1	80854	Moritella viscosa		models/m/moritella/Moritella_viscosa.xml.gz
GCF_000018665.1	398578	Delftia acidovorans SPH-1	strain=SPH-1	models/d/delftia/Delftia_acidovorans_SPH_1.xml.gz
GCF_000176855.2	643561	Acidovorax avenae subsp. avenae ATCC 19860	strain=ATCC 19860	models/a/acidovorax/Acidovorax_avenae_subsp_avenae_ATCC_19860.xml.gz
GCF_000585375.1	927661	Cryptosporangium arvum DSM 44712	strain=DSM 44712	models/c/cryptosporangium/Cryptosporangium_arvum_DSM_44712.xml.gz
GCF_900156605.1	80876	Insolitispirillum peregrinum	strain=DSM 11589	models/i/insolitispirillum/Insolitispirillum_peregrinum_DSM_11589.xml.gz
GCF_000935585.1	80878	Acidovorax temperans	strain=KY4	models/a/acidovorax/Acidovorax_temperans_KY4.xml.gz
GCF_001592265.1	1349763	Curvibacter delicatus NBRC 14919	strain=NBRC 14919	models/c/curvibacter/Curvibacter_delicatus_NBRC_14919.xml.gz
GCF_000211835.1	887062	Hylemonella gracilis ATCC 19624	strain=ATCC 19624	models/h/hylemonella/Hylemonella_gracilis_ATCC_19624.xml.gz
GCF_000688255.1	1123255	Simplicispira psychrophila DSM 11588	strain=DSM 11588	models/s/simplicispira/Simplicispira_psychrophila_DSM_11588.xml.gz
GCF_000212415.1	906968	Treponema brennaborense DSM 12168	strain=DSM 12168	models/t/treponema/Treponema_brennaborense_DSM_12168.xml.gz
GCF_000685235.1	1280949	Hyphomonas adhaerens MHS-3	strain=MHS-3	models/h/hyphomonas/Hyphomonas_adhaerens_MHS_3.xml.gz
GCF_000685275.1	1280950	Hyphomonas johnsonii MHS-2	strain=MHS-2	models/h/hyphomonas/Hyphomonas_johnsonii_MHS_2.xml.gz
GCF_000013025.1	228405	Hyphomonas neptunium ATCC 15444	strain=ATCC 15444	models/h/hyphomonas/Hyphomonas_neptunium_ATCC_15444.xml.gz
GCF_000685295.1	1280953	Hyphomonas oceanitis SCH89	strain=SCH89	models/h/hyphomonas/Hyphomonas_oceanitis_SCH89.xml.gz
GCF_000702665.1	1121438	Desulfovibrio alcoholivorans DSM 5433	strain=DSM 5433	models/d/desulfovibrio/Desulfovibrio_alcoholivorans_DSM_5433.xml.gz
GCF_000632715.1	1220594	Parageobacillus caldoxylosilyticus NBRC 107762	strain=NBRC 107762	models/p/parageobacillus/Parageobacillus_caldoxylosilyticus_NBRC_107762.xml.gz
GCF_900107815.1	81409	Eubacterium aggregans	strain=SR12	models/e/eubacterium/Eubacterium_aggregans_SR12.xml.gz
GCF_000165795.1	584708	Aminomonas paucivorans DSM 12260	strain=DSM 12260	models/a/aminomonas/Aminomonas_paucivorans_DSM_12260.xml.gz
GCF_000422565.1	1121440	Desulfovibrio aminophilus DSM 12254	strain=DSM 12254	models/d/desulfovibrio/Desulfovibrio_aminophilus_DSM_12254.xml.gz
GCF_000685885.1	1408435	Entomoplasma melaleucae ATCC 49191	strain=ATCC 49191	models/e/entomoplasma/Entomoplasma_melaleucae_ATCC_49191.xml.gz
GCF_000024905.1	525903	Thermanaerovibrio acidaminovorans DSM 6589	strain=DSM 6589	models/t/thermanaerovibrio/Thermanaerovibrio_acidaminovorans_DSM_6589.xml.gz
GCF_000526395.1	1304875	Aminobacterium mobile DSM 12262	strain=DSM 12262	models/a/aminobacterium/Aminobacterium_mobile_DSM_12262.xml.gz
GCF_000025885.1	572547	Aminobacterium colombiense DSM 12261	strain=DSM 12261	models/a/aminobacterium/Aminobacterium_colombiense_DSM_12261.xml.gz
GCF_000242255.2	767434	Frateuria aurantia DSM 6220	strain=DSM 6220	models/f/frateuria/Frateuria_aurantia_DSM_6220.xml.gz
GCF_001955735.1	81479	Rhodoferax antarcticus	strain=DSM 24876	models/r/rhodoferax/Rhodoferax_antarcticus_DSM_24876.xml.gz
GCF_001458195.1	81569	Ruegeria atlantica	strain=CECT 4292	models/r/ruegeria/Ruegeria_atlantica_CECT_4292.xml.gz
GCF_900110895.1	81582	Prevotella aff. ruminicola Tc2-24	strain=TC2-24	models/p/prevotella/Prevotella_aff_ruminicola_Tc2_24_TC2_24.xml.gz
GCF_001437205.1	81857	Lactobacillus selangorensis	strain=DSM 13344	models/l/lactobacillus/Lactobacillus_selangorensis_DSM_13344.xml.gz
GCF_001005175.1	81858	Mycobacterium elephantis	strain=Lipa	models/m/mycobacterium/Mycobacterium_elephantis_Lipa.xml.gz
GCF_000696185.1	1348663	Kitasatospora cheerisanensis KCTC 2395	strain=KCTC 2395	models/k/kitasatospora/Kitasatospora_cheerisanensis_KCTC_2395.xml.gz
GCF_000498295.1	1408226	Vagococcus lutrae LBD1	strain=LBD1	models/v/vagococcus/Vagococcus_lutrae_LBD1.xml.gz
GCF_000472665.1	1068975	Acetobacterium dehalogenans DSM 11527	strain=DSM 11527	models/a/acetobacterium/Acetobacterium_dehalogenans_DSM_11527.xml.gz
GCF_000159235.2	525256	Atopobium vaginae DSM 15829	strain=DSM 15829	models/a/atopobium/Atopobium_vaginae_DSM_15829.xml.gz
GCF_000179715.1	866774	Atopobium vaginae PB189-T1-4	strain=PB189-T1-4	models/a/atopobium/Atopobium_vaginae_PB189_T1_4.xml.gz
GCF_000425265.1	1121467	Desulfovibrio zosterae DSM 11974	strain=DSM 11974	models/d/desulfovibrio/Desulfovibrio_zosterae_DSM_11974.xml.gz
GCF_000213975.1	888060	Centipeda periodontii DSM 2778	strain=DSM 2778	models/c/centipeda/Centipeda_periodontii_DSM_2778.xml.gz
GCF_000245795.1	883113	Facklamia languida CCUG 37842	strain=CCUG 37842	models/f/facklamia/Facklamia_languida_CCUG_37842.xml.gz
GCF_900141865.1	1120997	Anaerovibrio lipolyticus DSM 3074	strain=DSM 3074	models/a/anaerovibrio/Anaerovibrio_lipolyticus_DSM_3074.xml.gz
GCF_000430605.1	1120985	Anaeroarcus burkinensis DSM 6283	strain=DSM 6283	models/a/anaeroarcus/Anaeroarcus_burkinensis_DSM_6283.xml.gz
GCF_000956525.1	82380	Microbacterium oxydans	strain=BEL4b	models/m/microbacterium/Microbacterium_oxydans_BEL4b.xml.gz
GCF_900095745.1	82380	Microbacterium oxydans		models/m/microbacterium/Microbacterium_oxydans.xml.gz
GCF_001281465.1	1267562	Cupriavidus gilardii CR3	strain=CR3	models/c/cupriavidus/Cupriavidus_gilardii_CR3.xml.gz
GCF_000974605.1	82633	Cupriavidus pauculus	strain=KF709	models/c/cupriavidus/Cupriavidus_pauculus_KF709.xml.gz
GCF_001434225.1	1122150	Lactobacillus nagelii DSM 13675	strain=DSM 13675	models/l/lactobacillus/Lactobacillus_nagelii_DSM_13675.xml.gz
GCF_900115825.1	82801	Desemzia incerta	strain=DSM 20581	models/d/desemzia/Desemzia_incerta_DSM_20581.xml.gz
GCF_000380125.1	1123312	Streptococcus ovis DSM 16829	strain=DSM 16829	models/s/streptococcus/Streptococcus_ovis_DSM_16829.xml.gz
GCF_000427805.1	1111728	Budvicia aquatica DSM 5075 = ATCC 35567	strain=DSM 5075	models/b/budvicia/Budvicia_aquatica_DSM_5075_ATCC_35567.xml.gz
GCF_000439085.1	1005999	Leminorella grimontii ATCC 33999 = DSM 5078	strain=DSM 5078	models/l/leminorella/Leminorella_grimontii_ATCC_33999_DSM_5078.xml.gz
GCF_001586165.1	82983	Obesumbacterium proteus	strain=DSM 2777	models/o/obesumbacterium/Obesumbacterium_proteus_DSM_2777.xml.gz
GCF_001026985.1	82985	Pragia fontium	strain=24613	models/p/pragia/Pragia_fontium_24613.xml.gz
GCF_001654915.1	1354252	Buttiauxella ferragutiae ATCC 51602	strain=ATCC 51602	models/b/buttiauxella/Buttiauxella_ferragutiae_ATCC_51602.xml.gz
GCF_000622345.1	1443112	Sulfitobacter mediterraneus KCTC 32188	strain=KCTC 32188	models/s/sulfitobacter/Sulfitobacter_mediterraneus_KCTC_32188.xml.gz
GCF_000621725.1	1408472	Prevotella brevis ATCC 19188	strain=ATCC 19188	models/p/prevotella/Prevotella_brevis_ATCC_19188.xml.gz
GCF_001605015.1	83263	Aminobacter aminovorans	strain=KCTC 2477	models/a/aminobacter/Aminobacter_aminovorans_KCTC_2477.xml.gz
GCF_000298195.1	1108045	Gordonia rhizosphera NBRC 16068	strain=NBRC 16068	models/g/gordonia/Gordonia_rhizosphera_NBRC_16068.xml.gz
GCF_900100455.1	83401	Roseospirillum parvum	strain=930I	models/r/roseospirillum/Roseospirillum_parvum_930I.xml.gz
GCF_000331735.1	1278073	Myxococcus stipitatus DSM 14675	strain=DSM 14675	models/m/myxococcus/Myxococcus_stipitatus_DSM_14675.xml.gz
GCF_001435445.1	1423765	Lactobacillus paralimentarius DSM 13961 = JCM 10707	strain=DSM 13961	models/l/lactobacillus/Lactobacillus_paralimentarius_DSM_13961_JCM_10707.xml.gz
GCF_000934435.1	1594576	Mastigocladus laminosus UU774	strain=UU774	models/m/mastigocladus/Mastigocladus_laminosus_UU774.xml.gz
GCF_000253035.1	765952	Parachlamydia acanthamoebae UV-7	strain=UV-7	models/p/parachlamydia/Parachlamydia_acanthamoebae_UV_7.xml.gz
GCF_000204255.1	331636	Chlamydia psittaci 6BC	strain=6BC	models/c/chlamydia/Chlamydia_psittaci_6BC.xml.gz
GCF_000009945.1	264202	Chlamydia felis Fe/C-56	strain=Fe/C-56	models/c/chlamydia/Chlamydia_felis_Fe_C_56.xml.gz
GCF_000007605.1	227941	Chlamydophila caviae GPIC		models/c/chlamydophila/Chlamydophila_caviae_GPIC.xml.gz
GCF_000008745.1	115713	Chlamydophila pneumoniae CWL029	strain=CWL029	models/c/chlamydophila/Chlamydophila_pneumoniae_CWL029.xml.gz
GCF_900169085.1	83559	Chlamydia suis		models/c/chlamydia/Chlamydia_suis.xml.gz
GCF_000006685.1	243161	Chlamydia muridarum str. Nigg	strain=Nigg	models/c/chlamydia/Chlamydia_muridarum_str_Nigg.xml.gz
GCF_000237205.1	331113	Simkania negevensis Z	strain=Z	models/s/simkania/Simkania_negevensis_Z.xml.gz
GCF_000422305.1	1122183	Luteimonas mephitis DSM 12574	strain=DSM 12574	models/l/luteimonas/Luteimonas_mephitis_DSM_12574.xml.gz
GCF_001700965.1	83617	Stenotrophomonas nitritireducens	strain=2001	models/s/stenotrophomonas/Stenotrophomonas_nitritireducens_2001.xml.gz
GCF_000297155.2	1114943	Streptomyces tsukubensis NRRL18488	strain=NRRL18488	models/s/streptomyces/Streptomyces_tsukubensis_NRRL18488.xml.gz
GCF_002007125.1	83656	Streptomyces tsukubensis	strain=F601	models/s/streptomyces/Streptomyces_tsukubensis_F601.xml.gz
GCF_900176035.1	656914	Desulfonispora thiosulfatigenes DSM 11270	strain=DSM 11270	models/d/desulfonispora/Desulfonispora_thiosulfatigenes_DSM_11270.xml.gz
GCF_002075105.1	83683	Lactobacillus amylolyticus	strain=L6	models/l/lactobacillus/Lactobacillus_amylolyticus_L6.xml.gz
GCF_900115065.1	83765	Formivibrio citricus	strain=DSM 6150	models/f/formivibrio/Formivibrio_citricus_DSM_6150.xml.gz
GCF_900099695.1	83767	Propionivibrio dicarboxylicus	strain=DSM 5885	models/p/propionivibrio/Propionivibrio_dicarboxylicus_DSM_5885.xml.gz
GCF_000378405.1	1265507	Succinimonas amylolytica DSM 2873	strain=DSM 2873	models/s/succinimonas/Succinimonas_amylolytica_DSM_2873.xml.gz
